name,ward_name,local_government_name,state_name,location.latitude,location.longitude
ASIPA OPEN SPACE,ILEOGBO  IV,AYEDIRE,OSUN,7.330648300000001,3.849629799999999
"AFRICAN CHURCH AREA, OPEN SPACE",ILEOGBO  IV,AYEDIRE,OSUN,7.5994492,4.2803764
GBOGBO OPEN SPACE,ILEOGBO  IV,AYEDIRE,OSUN,7.6174921,4.2671149
AYI OPEN SPACE,ILEOGBO  IV,AYEDIRE,OSUN,7.7688866,4.5403826
OPEN SPACE ASIPA II,ILEOGBO  IV,AYEDIRE,OSUN,,
AYITEDO MATERNITY CENTRE ILEOGBO,ILEOGBO  IV,AYEDIRE,OSUN,7.674591599999999,4.251281
OLUDE OPEN SPACE,ILEOGBO  III,AYEDIRE,OSUN,7.1976575,3.3554998
IDI-OGUN OPEN SPACE,ILEOGBO  III,AYEDIRE,OSUN,7.6174921,4.2671149
"COMPREHENSIVE HEALTH CENTRE, ILEOGBO",ILEOGBO  III,AYEDIRE,OSUN,7.6167,4.25
AGE'S COMPD. ILEOGBO,ILEOGBO  III,AYEDIRE,OSUN,7.6174921,4.2671149
"ONIJAYI OPEN SPACE, ILE OGBO",ILEOGBO  III,AYEDIRE,OSUN,7.674591599999999,4.251281
AGO KUDETI OPEN SPACE,ILEOGBO  III,AYEDIRE,OSUN,,
EWURO OPEN SPACE,ILEOGBO  III,AYEDIRE,OSUN,7.3645924,3.854484899999999
"SAINT PETER AFRICAN CHURCH SCHOOL, KUTA",KUTA  II,AYEDIRE,OSUN,7.64962,4.2961203
"A/C METHODIST PRY SCHOOL, RAILWAY STATION",KUTA  II,AYEDIRE,OSUN,7.826891799999999,4.8352376
ILE ALAYE,KUTA  II,AYEDIRE,OSUN,7.6476286,4.2884381
"C.M.S SCHOOL, ILORO",KUTA  II,AYEDIRE,OSUN,7.637042600000001,4.2852554
ODE OOSA OPEN SPACE,KUTA  II,AYEDIRE,OSUN,7.6476286,4.2884381
"D.C. SCHOOL, OLUPONNA",OLUPONNA  1I,AYEDIRE,OSUN,7.5896796,4.183447399999999
"BAPTIST SCHOOL, OLUPONNA",OLUPONNA  1I,AYEDIRE,OSUN,7.553691700000001,4.166734
OJISUN OPEN SPACE,OLUPONNA  1I,AYEDIRE,OSUN,,
ODE OTE/EJEMU MARKET,OLUPONNA  1I,AYEDIRE,OSUN,,
OLOYA OPEN SPACE,OLUPONNA  1I,AYEDIRE,OSUN,7.591154199999999,4.182905
ALARA OPEN SPACE,OLUPONNA  1I,AYEDIRE,OSUN,,
OLORONBO OPEN SPACE,OLUPONNA  1I,AYEDIRE,OSUN,,
IDI ORE MARKET,ILEOGBO  I,AYEDIRE,OSUN,7.622093899999999,4.2440684
"LUTHER KING'S COLLEGE, ILEOGBO",ILEOGBO  I,AYEDIRE,OSUN,7.627427199999999,4.2389299
"METHODIST PRY. SCHOOL, ILEOGBO",ILEOGBO  I,AYEDIRE,OSUN,7.561211999999999,4.2032661
"N.U. D. SCHOOL, ILEOGBO I",ILEOGBO  I,AYEDIRE,OSUN,7.6274066,4.2366117
"N.U. D. SCHOOL, ILEOGBO II",ILEOGBO  I,AYEDIRE,OSUN,7.6274066,4.2366117
KOBIOWU OPEN SPACE,ILEOGBO  I,AYEDIRE,OSUN,7.7286765,4.5222674
"PRY HEALTH CENTER, OKE ODO",ILEOGBO  I,AYEDIRE,OSUN,7.6191,4.2432
ARAROMI MARKET I,OLUPONNA  1II,AYEDIRE,OSUN,7.640390099999999,4.1866596
ARAROMI MARKET II,OLUPONNA  1II,AYEDIRE,OSUN,7.640390099999999,4.1866596
ARAROMI MARKET III,OLUPONNA  1II,AYEDIRE,OSUN,7.640390099999999,4.1866596
"SAINT JOHN'S SCHOOL, WAASINMI",OLUPONNA  1II,AYEDIRE,OSUN,,
"D.C. SCHOOL, OLORI/ODUWO",OLUPONNA  1II,AYEDIRE,OSUN,,
"COURT HALL, KUTA",KUTA  I,AYEDIRE,OSUN,7.645954,4.286028
"A.U.D. SCHOOL, IKOYI/KUTA",KUTA  I,AYEDIRE,OSUN,7.674591599999999,4.251281
ALAGBEDE'S COMPD. KUTA,KUTA  I,AYEDIRE,OSUN,7.6476286,4.2884381
"DISPENSARY, KUTA",KUTA  I,AYEDIRE,OSUN,7.6337126,4.1754055
OLUNLADE OPEN SPACE,KUTA  I,AYEDIRE,OSUN,7.6476286,4.2884381
PRY. HEALTH CENTRE ISALE OBA,KUTA  I,AYEDIRE,OSUN,7.6479756,4.288067499999999
IDI APE OPEN SPACE,ILEOGBO  II,AYEDIRE,OSUN,7.4010213,3.9245013
METHODIST SCHOOL OPEN SPACE,ILEOGBO  II,AYEDIRE,OSUN,7.642231799999999,4.1877702
ALARAN OPEN SPACE,ILEOGBO  II,AYEDIRE,OSUN,7.6174921,4.2671149
"COURT HALL, ILEOGBO",ILEOGBO  II,AYEDIRE,OSUN,7.5221507,4.4443581
ALAWE OPEN SPACE,ILEOGBO  II,AYEDIRE,OSUN,7.6748215,4.2524957
"IDI OMO OPEN SPACE, ILE OGBO",ILEOGBO  II,AYEDIRE,OSUN,7.4889575,4.5379007
"CHRIST ANGLICAN SCHOOL, ELESIN",OKE-OSUN,AYEDIRE,OSUN,7.5383485,4.2718177
IYANA IKIRE OPEN SPACE,OKE-OSUN,AYEDIRE,OSUN,7.544035000000001,4.206005999999999
"A.U.D SCHOOL, ELEJI",OKE-OSUN,AYEDIRE,OSUN,7.648834099999999,4.186804899999999
"COMMUNITY  HIGH SCHOOL, ONIGANGAN",OKE-OSUN,AYEDIRE,OSUN,7.5896796,4.183447399999999
"N.U.D. SCHOOL, ILEIRAN",OKE-OSUN,AYEDIRE,OSUN,7.879974699999999,4.572759800000001
A.U.D. ABANIKANDA,OKE-OSUN,AYEDIRE,OSUN,7.483392,4.355411399999999
"D.C. SCHOOL, ALAGBAA",OKE-OSUN,AYEDIRE,OSUN,7.6339631,4.170916099999999
MAMU/ABIMBOLA,OKE-OSUN,AYEDIRE,OSUN,7.573200000000001,4.305499999999999
OLORUNDA MARKET,OKE-OSUN,AYEDIRE,OSUN,7.5855349,4.2848158
LAITAN VILLAGE,OKE-OSUN,AYEDIRE,OSUN,7.5581613,4.264103
AJEBANDELE VILLAGE,OKE-OSUN,AYEDIRE,OSUN,6.7323567,4.4002069
"COMMUNITY PRY. SCHOOL, ALAYA",OLUPONNA  1,AYEDIRE,OSUN,7.5896796,4.183447399999999
"D.C. SCHOOL, ADENLERE, ADENLERE",OLUPONNA  1,AYEDIRE,OSUN,7.6339631,4.170916099999999
"METHODIST PRY. SCHOOL, IWO RAILWAY STATION",OLUPONNA  1,AYEDIRE,OSUN,7.642231799999999,4.1877702
OLUPONNA TOWN HALL I,OLUPONNA  1,AYEDIRE,OSUN,7.605370199999999,4.1894217
OLUPONNA TOWN HALL II,OLUPONNA  1,AYEDIRE,OSUN,7.605370199999999,4.1894217
OLODE OPEN SPACE,OLUPONNA  1,AYEDIRE,OSUN,,
ALAJIKI OPEN SPACE,OLUPONNA  1,AYEDIRE,OSUN,,
"TOWN HALL, IPOLE",IPOLE,ATAKUMOSA EAST,OSUN,7.506388299999999,4.8264125
TOWN HALL ODO IJESA,IPOLE,ATAKUMOSA EAST,OSUN,7.623992599999999,4.7331006
ST. ANDREW ISE-IJESA,IPOLE,ATAKUMOSA EAST,OSUN,,
"L.A. SCHOOL, IMOGBARA",IPOLE,ATAKUMOSA EAST,OSUN,7.6229643,4.7912267
OPEN SPACE IROGBO/IJEMBA,IPOLE,ATAKUMOSA EAST,OSUN,7.506388299999999,4.8264125
"ST. JOHN PRY. SCHOOL, IDADO",IPOLE,ATAKUMOSA EAST,OSUN,7.6225555,4.749143699999999
OPEN SPACE OPPOSITE TRANSFORMER ODO-IJESHA,IPOLE,ATAKUMOSA EAST,OSUN,7.506388299999999,4.8264125
L.A  PRY SCHOOL AJEBANDELE,AJEBANDELE,ATAKUMOSA EAST,OSUN,7.623541,4.7309059
"ST. JOHN'S PRY SCHOOL, ERINBURO",AJEBANDELE,ATAKUMOSA EAST,OSUN,7.5869747,4.629449800000001
L.A. PRY SCHOOL AYINRIN ADEDEJI I,AJEBANDELE,ATAKUMOSA EAST,OSUN,7.886582199999999,4.8899208
OPEN SPACE OLOWORU OWODE,AJEBANDELE,ATAKUMOSA EAST,OSUN,,
"EMMAN. PRY. SCHOOL, LAPAEDE",AJEBANDELE,ATAKUMOSA EAST,OSUN,,
"COMM. PRY SCHOOL, OKE-ODO",AJEBANDELE,ATAKUMOSA EAST,OSUN,7.5403179,4.8251988
L.A. PRY SCHOOL ATORIN,AJEBANDELE,ATAKUMOSA EAST,OSUN,,
"OPEN SPACE,  ORISA JUNCTION, OTUNRAREBI",AJEBANDELE,ATAKUMOSA EAST,OSUN,,
"N.U.D PRY. SCHOL, IGANGAN",IGANGAN,ATAKUMOSA EAST,OSUN,7.546744800000001,3.7881413
"ST. BARTH SCHOOL, IGANGAN",IGANGAN,ATAKUMOSA EAST,OSUN,7.437462300000001,3.896035
"APOSTOLIC PRY. SCHOOL, OKO-AGO",IGANGAN,ATAKUMOSA EAST,OSUN,7.469134700000001,4.5422036
"ST. LUKE'S SCHOOL, OWODE",IGANGAN,ATAKUMOSA EAST,OSUN,43.5089506,-80.5045919
OPEN SPACE AJUMOBI,IGANGAN,ATAKUMOSA EAST,OSUN,7.506388299999999,4.8264125
OPEN SPACE SAJUKU,IGANGAN,ATAKUMOSA EAST,OSUN,7.506388299999999,4.8264125
EYINGUN JUNCTION OWODE IGANGAN (OPEN SPACE),IGANGAN,ATAKUMOSA EAST,OSUN,7.506388299999999,4.8264125
ST. FELIX PRY. SCHOOL FAFORIJI I,FAFORIJI,ATAKUMOSA EAST,OSUN,,
ST. FELIX PRY. SCHOOL FAFORIJI II,FAFORIJI,ATAKUMOSA EAST,OSUN,,
TOWN HALL FAFORIJI,FAFORIJI,ATAKUMOSA EAST,OSUN,7.2889258,4.7047583
AGBON JEGEDE,FAFORIJI,ATAKUMOSA EAST,OSUN,7.527949699999999,4.7208776
"SURAJU PRY. SCHOOL, ERINSEBIJA",FAFORIJI,ATAKUMOSA EAST,OSUN,7.658202999999999,4.726272799999999
COMM. PRY. SCHOOL OMI-ODO,FAFORIJI,ATAKUMOSA EAST,OSUN,7.5869747,4.629449800000001
COMM. PRY. SCHOOL ABATUNTUN,FAFORIJI,ATAKUMOSA EAST,OSUN,7.75555,4.566595
EHIN-OKE,FAFORIJI,ATAKUMOSA EAST,OSUN,7.506388299999999,4.8264125
ST. LUKE'S ODOGBO,AYEGUNLE,ATAKUMOSA EAST,OSUN,7.5869747,4.629449800000001
"L.A. PRY. SCHOOL, AJIDO",AYEGUNLE,ATAKUMOSA EAST,OSUN,7.6538301,4.8330188
"COMM. PRY. SCHOOL, FARO",AYEGUNLE,ATAKUMOSA EAST,OSUN,7.426305999999999,4.781911
C.A.C. PRY. SCHOOL AKANNI,AYEGUNLE,ATAKUMOSA EAST,OSUN,7.6156251,4.7491163
OPEN SPACE ALADURA,AYEGUNLE,ATAKUMOSA EAST,OSUN,7.506388299999999,4.8264125
ITAMERIN,AYEGUNLE,ATAKUMOSA EAST,OSUN,7.506388299999999,4.8264125
TOWN HALL IPAULA,AYEGUNLE,ATAKUMOSA EAST,OSUN,7.506388299999999,4.8264125
TOWN HALL IWARA,IWARA,ATAKUMOSA EAST,OSUN,7.466182399999999,4.6780746
"UNITED PRY. SCHOOL, IWARA",IWARA,ATAKUMOSA EAST,OSUN,7.754909299999999,4.8174158
"L.A. SCHOOL, IWIKUN",IWARA,ATAKUMOSA EAST,OSUN,7.5869747,4.629449800000001
"METHODIST PRY. SCHOOL, AYETORO",IWARA,ATAKUMOSA EAST,OSUN,7.846331600000001,4.4879016
"L.A. PRY. SCHOOL, AJEBANDELE ASUKU",IWARA,ATAKUMOSA EAST,OSUN,7.6538301,4.8330188
OPEN SPACE IYINTA,IWARA,ATAKUMOSA EAST,OSUN,7.506388299999999,4.8264125
OPEN SPACE ODO-IWARA,IWARA,ATAKUMOSA EAST,OSUN,7.5403179,4.8251988
"OPEN SPACE OPPOSITE PRIMARY HEALTH CENTRE, IWARA",IWARA,ATAKUMOSA EAST,OSUN,7.5597713,4.7316565
OPEN SPACE INFRONT OF OSUN STATE GOVT. REVENUE OFFICE,IWARA,ATAKUMOSA EAST,OSUN,7.790342599999999,4.5452049
TOWN HALL IPERINDO I,IPERINDO,ATAKUMOSA EAST,OSUN,7.506388299999999,4.8264125
TOWN HALL IPERINDO II,IPERINDO,ATAKUMOSA EAST,OSUN,7.506388299999999,4.8264125
"TEMIDIRE GRAMMAR SCHOOL, IPERINDO",IPERINDO,ATAKUMOSA EAST,OSUN,7.1344973,4.8637331
MATT. CENT AGO ISEGUN,IPERINDO,ATAKUMOSA EAST,OSUN,7.506388299999999,4.8264125
"COMM. PRY. SCHOOL, OKE EGUN",IPERINDO,ATAKUMOSA EAST,OSUN,7.6156251,4.7491163
"COMM. PRY. SCHOOL, KAJOLA",IPERINDO,ATAKUMOSA EAST,OSUN,7.658202999999999,4.726272799999999
"CENT. PRY. SCHOOL, AASA",IPERINDO,ATAKUMOSA EAST,OSUN,7.506388299999999,4.8264125
OPEN SPACE AYENI/TEMIDIRE,IPERINDO,ATAKUMOSA EAST,OSUN,7.506388299999999,4.8264125
"SAINT MARK'S 'B' ANG PRY SCHOOL, IPERINDO",IPERINDO,ATAKUMOSA EAST,OSUN,7.7849149,4.5734577
"OPEN SPACE INFRONT OF L.G. SECRETARIAT, IPERINDO",IPERINDO,ATAKUMOSA EAST,OSUN,7.506388299999999,4.8264125
OPEN SPACE INFRONT OF COMPREHENSIVE HEALTH CENTRE IPERINDO,IPERINDO,ATAKUMOSA EAST,OSUN,8.049477699999999,4.758882499999999
L.A. PRY. SCHOOL ONIGBOGI,FOREST RESERVE  1,ATAKUMOSA EAST,OSUN,7.6538301,4.8330188
OPEN SPACE ONIGBOGI,FOREST RESERVE  1,ATAKUMOSA EAST,OSUN,,
SOKOTO I,FOREST RESERVE  1,ATAKUMOSA EAST,OSUN,,
SOKOTO II,FOREST RESERVE  1,ATAKUMOSA EAST,OSUN,,
SOKOTO S.B OJO,FOREST RESERVE  1,ATAKUMOSA EAST,OSUN,,
OGUNDELE,FOREST RESERVE  1,ATAKUMOSA EAST,OSUN,,
OWADA,FOREST RESERVE  1,ATAKUMOSA EAST,OSUN,,
NUMBER,FOREST RESERVE  II,ATAKUMOSA EAST,OSUN,7.506388299999999,4.8264125
GRAMMAR SCHOOL ALAKA,FOREST RESERVE  II,ATAKUMOSA EAST,OSUN,5.5439377,6.238906999999999
L.A. SCHOOL LABOSIPO,FOREST RESERVE  II,ATAKUMOSA EAST,OSUN,7.5869747,4.629449800000001
TIMOLAJA AROWOJOBE,FOREST RESERVE  II,ATAKUMOSA EAST,OSUN,,
L.A. SCHOOL AREWA,FOREST RESERVE  II,ATAKUMOSA EAST,OSUN,,
ALONGE/FAJUKE,FOREST RESERVE  II,ATAKUMOSA EAST,OSUN,,
ETI ONI OPEN SPACE,ETI-ONI,ATAKUMOSA EAST,OSUN,7.3804456,4.7588042
"L.A. PRY. SCHOOL, ALADODO",ETI-ONI,ATAKUMOSA EAST,OSUN,7.392688000000001,4.767194
"ANG. PRY. SCHOOL, ALARERE",ETI-ONI,ATAKUMOSA EAST,OSUN,7.395811399999999,3.9401716
COURT HALL ITAPA,ETI-ONI,ATAKUMOSA EAST,OSUN,8.0197744,4.6730947
"MATERNITY CENTRE, ILORO",ETI-ONI,ATAKUMOSA EAST,OSUN,7.54191,4.721738999999999
OPEN SPACE TEMIDIRE I,ETI-ONI,ATAKUMOSA EAST,OSUN,7.506388299999999,4.8264125
"OPEN SPACE, TEMIDIRE II",ETI-ONI,ATAKUMOSA EAST,OSUN,7.661336500000001,5.224637
"L.A. PRY. SCHOOL, AGBONGBE",SABO/AGBONGBE I,EDE NORTH,OSUN,7.7455333,4.4396342
"7, ARAROMI STREET EDE",SABO/AGBONGBE I,EDE NORTH,OSUN,,
"6, SABO STREET EDE",SABO/AGBONGBE I,EDE NORTH,OSUN,7.7460058,4.438977899999999
OPEN SPACE BETH-AFRICA CHURCH SCHOOL,SABO/AGBONGBE I,EDE NORTH,OSUN,7.742773400000001,4.4397585
AKINLADE SQUARE (ONIMALU),SABO/AGBONGBE I,EDE NORTH,OSUN,7.779022800000001,4.5665057
OSUN AGBENI JUNCTION,SABO/AGBONGBE I,EDE NORTH,OSUN,7.7063928,4.457134
ELERIN JUNCTION (OPP. MOSQUE),SABO/AGBONGBE I,EDE NORTH,OSUN,7.777289300000001,4.5656579
ELERIN JUNCTION (OPEN SPACE),SABO/AGBONGBE I,EDE NORTH,OSUN,7.7447582,4.4370596
AJIBOLU SQUARE EDE,SABO/AGBONGBE I,EDE NORTH,OSUN,7.7564943,4.454231099999999
OLAOLU N/P SCHOOL,SABO/AGBONGBE I,EDE NORTH,OSUN,7.77779,4.566387
"NO. 11, BOLANLE'S STREET, SABO",SABO/AGBONGBE I,EDE NORTH,OSUN,,
7 OLOGUN SQUARE,OLOGUN/AGBAAKIN,EDE NORTH,OSUN,,
ODUNAYE SQUARE,OLOGUN/AGBAAKIN,EDE NORTH,OSUN,7.736754100000001,4.4352618
ARANYIN SQUARE,OLOGUN/AGBAAKIN,EDE NORTH,OSUN,7.736754100000001,4.4352618
OPEN SPACE IN FRONT OF BAALE ILE ARANYIN( ARANYIN SQUARE,OLOGUN/AGBAAKIN,EDE NORTH,OSUN,7.7349278,4.4439365
AWORO COMPD.,OLOGUN/AGBAAKIN,EDE NORTH,OSUN,7.736907399999999,4.4295002
"41B AREJA SQUARE, YIDI ROAD",OLOGUN/AGBAAKIN,EDE NORTH,OSUN,,
GAA IYALODE YIDI ROAD,OLOGUN/AGBAAKIN,EDE NORTH,OSUN,,
OLUKOLO (IDI-OSE),OLOGUN/AGBAAKIN,EDE NORTH,OSUN,7.752157699999999,4.523151599999999
"OPEN SPACE TAJUDEEN ROAD,",OLOGUN/AGBAAKIN,EDE NORTH,OSUN,,
"NO. 10 TAJUDEEN ROAD, AGBABIADA",OLOGUN/AGBAAKIN,EDE NORTH,OSUN,,
ALAWO COMP.,OLOGUN/AGBAAKIN,EDE NORTH,OSUN,7.7374625,4.4332433
ADODO COMPOUND,OLOGUN/AGBAAKIN,EDE NORTH,OSUN,7.7349042,4.443902899999999
"ARANYIN SQUARE II, OLUWOYE",OLOGUN/AGBAAKIN,EDE NORTH,OSUN,7.7374625,4.4332433
59 ALAKAS COMPOUND,OLUSOKUN,EDE NORTH,OSUN,,
BARA OKUSEHINDE COMPOUND,OLUSOKUN,EDE NORTH,OSUN,7.7349042,4.443902899999999
KUMOMI JUNCTION COMP.,OLUSOKUN,EDE NORTH,OSUN,7.734785,4.4339114
"Y.T.D. SCHOOL, OJORO",OLUSOKUN,EDE NORTH,OSUN,7.7162288,4.4241025
BESIDE OLODE MOSQUE,OLUSOKUN,EDE NORTH,OSUN,7.7428401,4.4396418
ABERE I,OLUSOKUN,EDE NORTH,OSUN,7.734174400000001,4.5160396
OLADUNJOYE ABERE  II,OLUSOKUN,EDE NORTH,OSUN,7.730030800000001,4.5177292
IFAOSUN,OLUSOKUN,EDE NORTH,OSUN,7.752157699999999,4.523151599999999
OLUSOKUN COMPD.,OLUSOKUN,EDE NORTH,OSUN,7.745117899999999,4.5057333
IDIOMO APENA COMPD.,OLUSOKUN,EDE NORTH,OSUN,7.736907399999999,4.4295002
"Y.T.D A,B&C, OJORO",OLUSOKUN,EDE NORTH,OSUN,10.8445837,106.7864793
MODEL PRY. SCHL. ABEERE,OLUSOKUN,EDE NORTH,OSUN,7.7179486,4.4487637
CUSTOMARY COURT,ISIBO/BUARI-ISOLA,EDE NORTH,OSUN,7.6238576,4.7439453
"10, OTUN OMIDE SQUARE",ISIBO/BUARI-ISOLA,EDE NORTH,OSUN,7.7378545,4.4320054
BESIDE THE TOWN HALL,ISIBO/BUARI-ISOLA,EDE NORTH,OSUN,7.7379294,4.433748500000001
IN FRONT OF TOWN HALL,ISIBO/BUARI-ISOLA,EDE NORTH,OSUN,7.7379294,4.433748500000001
DAUDU FOLARIN COMP.,ISIBO/BUARI-ISOLA,EDE NORTH,OSUN,,
150A STATION ROAD EDE,ISIBO/BUARI-ISOLA,EDE NORTH,OSUN,7.7174237,4.4457935
BESIDE OLUBONKU BRIDGE,ISIBO/BUARI-ISOLA,EDE NORTH,OSUN,7.831385000000001,4.50227
SOORO/ABANGBE INF. OF MOSQUE,ISIBO/BUARI-ISOLA,EDE NORTH,OSUN,,
"56, AKODA COMP.S AGATE ROAD",ISIBO/BUARI-ISOLA,EDE NORTH,OSUN,,
PERE LANE I,ISIBO/BUARI-ISOLA,EDE NORTH,OSUN,7.7360131,4.4354258
PERE LANE II OPEN SPACE,ISIBO/BUARI-ISOLA,EDE NORTH,OSUN,7.7360131,4.4354258
BESIDE DAUDU OLAGUNJU'S MOSQUE,ISIBO/BUARI-ISOLA,EDE NORTH,OSUN,7.7503498,4.4273701
AGBALA (BEH. COOP. BUILDING),ISIBO/BUARI-ISOLA,EDE NORTH,OSUN,,
"11, LAOYE",APASO,EDE NORTH,OSUN,,
INFRONT OTANIOKU COMP.,APASO,EDE NORTH,OSUN,7.736754100000001,4.4352618
1 AYOPE COMP.,APASO,EDE NORTH,OSUN,,
"18, JARIOGUN COMP.",APASO,EDE NORTH,OSUN,,
AGBOJA COMP.,APASO,EDE NORTH,OSUN,7.737242599999999,4.4346089
OPEN SPACE AGUNLEYINJU COMP.,APASO,EDE NORTH,OSUN,,
"28, AGBERI COMP. OPP. MOSQUE",APASO,EDE NORTH,OSUN,7.740275899999999,4.4282241
"133, OJULAREDE ST. ONISO COMP.",APASO,EDE NORTH,OSUN,7.7370198,4.4294192
"133, OJULAREDE ST.(OPEN SPACE)",APASO,EDE NORTH,OSUN,7.7370198,4.4294192
"32, APASO JUNCTION EDE",APASO,EDE NORTH,OSUN,,
"ALAPA JUNCTION,EDE",ASUNMO,EDE NORTH,OSUN,,
"OPEN SPACETALAFIA IMAM, EDE",ASUNMO,EDE NORTH,OSUN,,
OPEN SPACE OLOSUN COMP. EDE,ASUNMO,EDE NORTH,OSUN,7.7338,4.4276
"OPEN SPACE OKE OGOSUN, EDE",ASUNMO,EDE NORTH,OSUN,7.7338,4.4276
"OPEN SPACE OPP. OSUPA STUDIO ALAPA, EDE",ASUNMO,EDE NORTH,OSUN,,
OPEN SPACE INFRONT OF OLAKUNPE COMPD. TALAFA,ASUNMO,EDE NORTH,OSUN,7.736907399999999,4.4295002
INFRONT OF ASIPAODE COMPD. OLOSUN,ASUNMO,EDE NORTH,OSUN,7.7616469,4.6012166
OPEN SPACE INFONT OF COLD ROOM OKE-OGOSUN.,ASUNMO,EDE NORTH,OSUN,,
BESIDE FUNMI COSMETICS,OLABA/ATAPARA,EDE NORTH,OSUN,7.740785499999999,4.4358238
BESIDE OMOTOSO HOUSE,OLABA/ATAPARA,EDE NORTH,OSUN,7.7362661,4.418969199999999
"NO. 5, OLOJO'S LANE`",OLABA/ATAPARA,EDE NORTH,OSUN,,
78B ATE'S COMPD.,OLABA/ATAPARA,EDE NORTH,OSUN,,
STORE 5 ATAPARA MARKET,OLABA/ATAPARA,EDE NORTH,OSUN,7.740785499999999,4.4358238
BATETU COMP.,OLABA/ATAPARA,EDE NORTH,OSUN,7.740785499999999,4.4358238
7 OLOBA LANE,OLABA/ATAPARA,EDE NORTH,OSUN,,
8 IKOLABA COMPD.,OLABA/ATAPARA,EDE NORTH,OSUN,,
8B ARINAGO COMPD.,OLABA/ATAPARA,EDE NORTH,OSUN,,
"16B, OJULAREDE STREET, ALAWO COMPD.",OLABA/ATAPARA,EDE NORTH,OSUN,7.7435349,4.4330493
"16 POPO STREET, ORITA BODE",ABOGUNDE/SAGBA,EDE NORTH,OSUN,,
SUFIANU MAIN COMP.,ABOGUNDE/SAGBA,EDE NORTH,OSUN,,
FED. POLYTECHNIC IN FRONT OF RAMAT HALL,ABOGUNDE/SAGBA,EDE NORTH,OSUN,7.734820999999999,4.4252272
"C.A.C. PRY. SCHOOL, TALAFIA",ABOGUNDE/SAGBA,EDE NORTH,OSUN,7.736269300000001,4.425444
"L.A. PRY. SCHOOL, ADOGBE",ABOGUNDE/SAGBA,EDE NORTH,OSUN,7.736269300000001,4.425444
12 BISIKU LANE,ABOGUNDE/SAGBA,EDE NORTH,OSUN,7.7415139,4.429939099999999
127 OJISUN COMP.,ABOGUNDE/SAGBA,EDE NORTH,OSUN,,
BESIDE LAWYER MOGAJI'S HOUSE,ABOGUNDE/SAGBA,EDE NORTH,OSUN,7.540581,4.402803899999999
ABOGUNDE COMP.,ABOGUNDE/SAGBA,EDE NORTH,OSUN,7.740275899999999,4.4282241
ABOGUNDE COMP. (OPEN SPACE),ABOGUNDE/SAGBA,EDE NORTH,OSUN,7.740275899999999,4.4282241
"38, ASALU MAIN COMP.",ABOGUNDE/SAGBA,EDE NORTH,OSUN,,
"53 SAGBA AREA, OPP. SAGBA MOSQUE",ABOGUNDE/SAGBA,EDE NORTH,OSUN,7.744731499999999,4.4314182
SAGBA JUNCTION,ABOGUNDE/SAGBA,EDE NORTH,OSUN,7.740275899999999,4.4282241
OPEN SPACE ONISO COMP.,ABOGUNDE/SAGBA,EDE NORTH,OSUN,7.740275899999999,4.4282241
IYAAGBA KUBIYA COMP.,ABOGUNDE/SAGBA,EDE NORTH,OSUN,7.740275899999999,4.4282241
ADO INAJA COMP.,ABOGUNDE/SAGBA,EDE NORTH,OSUN,7.7322421,4.5160866
BABA OYA COMP.,ABOGUNDE/SAGBA,EDE NORTH,OSUN,,
ALAGBEDE COMP.,ABOGUNDE/SAGBA,EDE NORTH,OSUN,7.740275899999999,4.4282241
ASALU COMP.,ABOGUNDE/SAGBA,EDE NORTH,OSUN,7.740275899999999,4.4282241
AREJA COMP.,ABOGUNDE/SAGBA,EDE NORTH,OSUN,7.740275899999999,4.4282241
OSORUNDUN COMP.,ABOGUNDE/SAGBA,EDE NORTH,OSUN,7.740275899999999,4.4282241
INFRONT OF OLUGAN MOSQUE,ABOGUNDE/SAGBA,EDE NORTH,OSUN,7.740275899999999,4.4282241
BESIDE EBELOMO IND.,SABO/AGBONGBE II,EDE NORTH,OSUN,7.7447582,4.4370596
GARAGE:  ENTRANCE( OKE GADA),SABO/AGBONGBE II,EDE NORTH,OSUN,7.696945899999999,4.5102385
GARAGE ENTRANCE OKE GADA OPEN SQUARE,SABO/AGBONGBE II,EDE NORTH,OSUN,7.7499023,4.436588299999999
12 ARMY BARRACK'S ROAD,SABO/AGBONGBE II,EDE NORTH,OSUN,7.760874899999999,4.4333962
CAMP. YOUNG AREA (OPP. SAW MILLS),SABO/AGBONGBE II,EDE NORTH,OSUN,,
BARRACKS JUNCTION,SABO/AGBONGBE II,EDE NORTH,OSUN,7.7564943,4.454231099999999
"NO. 1, ALABI STREET,",SABO/AGBONGBE II,EDE NORTH,OSUN,,
"NO. 6, OKEGADA OSOGBO ROAD, (S.K. MECH)",SABO/AGBONGBE II,EDE NORTH,OSUN,,
OPEN SPACE AGBALE VILLAGE,SABO/AGBONGBE II,EDE NORTH,OSUN,7.7365595,4.4220948
MAPO AROGUN COMM. HIGH SCHOOL,SABO/AGBONGBE II,EDE NORTH,OSUN,7.7162288,4.4241025
440 JUNCTION OKE GADA EDE,SABO/AGBONGBE II,EDE NORTH,OSUN,7.7499023,4.436588299999999
COMMUNITY PRY. SCHOOL,SABO/AGBONGBE II,EDE NORTH,OSUN,7.7606895,4.4397992
OPEN SPACE BESIDE PRY HEALTH CENTRE,SABO/AGBONGBE II,EDE NORTH,OSUN,7.760387400000001,4.5576311
